conservative,http://www.tpnn.com/2015/01/18/the-democrat-party-just-reached-a-new-level-of-desperation-its-laughable-who-theyre-now-quoting/
conservative,http://www.tpnn.com/2015/01/17/jimmy-fallon-tried-to-slam-gop-with-joke-gets-called-out-in-a-big-way/
conservative,http://www.tpnn.com/2015/01/18/democrat-pelosi-to-appoint-first-muslim-to-intelligence-committee-what-could-go-wrong/
conservative,http://www.tpnn.com/2015/01/17/liberal-senators-spouse-to-earn-1-billion-from-government-deal/
conservative,http://www.tpnn.com/2015/01/16/breaking-supreme-court-to-take-up-issue-of-same-sex-marriage-this-term/
conservative,http://www.tpnn.com/2015/01/17/is-obama-the-most-unpresidential-president-of-all-time-you-wont-believe-his-latest-stunt/
conservative,http://www.tpnn.com/2015/01/16/did-this-progressive-democrat-billionaire-fund-the-ferguson-riots/
conservative,http://www.tpnn.com/2015/01/17/the-fifteen-words-uttered-by-trey-gowdy-that-show-just-how-fierce-he-is/
conservative,http://www.tpnn.com/2015/01/16/muslim-threatens-to-blow-up-deli-in-the-name-of-allah/
conservative,http://www.tpnn.com/2015/01/17/watch-this-highly-personal-information-people-gave-away-on-national-television/
conservative,http://www.tpnn.com/2015/01/15/the-huffington-post-just-pulled-a-huge-race-card-heres-their-target/
conservative,http://www.tpnn.com/2015/01/16/what-america-can-learn-from-the-islamist-attacks-against-charlie-hebdo-in-france/
conservative,http://www.tpnn.com/2015/01/18/stand-with-the-prophet-muslim-conference-met-with-free-speech-rally-in-texas/
conservative,http://www.foxnews.com/politics/2015/04/30/clinton-urges-end-to-mass-incarceration-weighs-in-on-baltimore-unrest/
conservative,http://www.foxnews.com/politics/2015/04/30/state-dept-pentagon-send-conflicting-messages-on-us-response-to-iran-cargo-ship/
conservative,http://www.foxnews.com/politics/2015/04/29/trickle-down-experts-question-clinton-foundation-true-charitable-spending/
conservative,http://www.foxnews.com/politics/2015/04/29/wait-what-hillary-calls-for-restoring-trust-in-politics/
conservative,http://www.foxnews.com/politics/2015/04/29/japanese-pm-offers-condolences-for-americans-lost-in-wwii-in-speech-pushing/
conservative,http://www.foxnews.com/politics/2015/04/29/irs-watchdog-recovers-thousands-missing-lois-lerner-emails/
conservative,http://www.foxnews.com/politics/2015/04/29/ingraham-clintons-time-in-office-devotion-to-self-aggrandizement/
conservative,http://www.foxnews.com/politics/2015/04/29/sen-tom-cotton-calls-out-iranian-foreign-minister-on-twitter-invites-him-to/
conservative,http://www.foxnews.com/politics/2015/04/29/vermont-sen-bernie-sanders-am-running-for-president/
conservative,http://www.foxnews.com/politics/2015/04/29/bill-clinton-plane-makes-unscheduled-landing-in-tanzania/
conservative,http://www.foxnews.com/politics/2015/04/29/gop-unveils-budget-plans-in-face-obama-opposition/
conservative,http://www.foxnews.com/politics/2015/04/29/supreme-court-debates-challenge-to-execution-drug/
conservative,http://www.foxnews.com/politics/2015/04/29/fbi-helped-family-american-hostage-pay-ransom-to-al-qaeda-report-says/
conservative,http://www.foxnews.com/politics/2015/04/29/iran-foreign-minister-says-meetings-on-draft-deal-thursday-claims-un-could-lift/
conservative,http://www.foxnews.com/politics/2015/04/29/california-gov-brown-sets-aggressive-new-targets-for-greenhouse-gas-cuts/
conservative,http://www.foxnews.com/politics/2015/04/29/obama-honoring-texas-teacher-who-works-with-war-refugees/
conservative,http://www.foxnews.com/politics/2015/04/29/faa-chief-gyrocopter-indistinguishable-from-birds-kite/
conservative,http://www.foxnews.com/politics/2015/04/29/former-illinois-gov-dan-walker-dies-at-2/
conservative,http://www.foxnews.com/politics/2015/04/29/us-economy-barely-grew-in-first-quarter/
conservative,http://www.foxnews.com/politics/2015/04/29/source-baltimore-mayor-ordered-police-to-stand-down/
conservative,http://www.foxnews.com/politics/2015/04/29/clinton-foundation-reportedly-failed-to-disclose-identities-1100-donors/
conservative,http://www.foxnews.com/politics/2015/04/29/florida-files-obamacare-lawsuit/
conservative,http://www.foxnews.com/politics/2015/04/29/california-gov-jerry-brown-calls-for-large-fines-for-severe-water-wasters/
conservative,http://www.foxnews.com/politics/2015/04/28/state-dinner-for-japanese-prime-minister-offers-new-chef-and-chopsticks-for/
conservative,http://www.foxnews.com/politics/2015/04/28/krauthammer-baltimore-mayor-elected-not-to-express-sadness-but-to-do-something/
conservative,http://www.foxnews.com/politics/2015/04/28/sen-bernie-sanders-to-announce-presidential-bid-reports-say/
